[0.672565,0.893602,0.115194,-0.059547,0.960126,0.273151,0.416618,1.000000],[0.782448,0.741519,0.800217,-0.698404,-0.500314,0.511779,0.314851,1.000000],[0.179897,0.326111,0.337027,0.927980,-0.327205,-0.178300,0.981765,1.000000],[0.617947,0.043104,0.433232,-0.621739,-0.646490,0.442144,0.569680,1.000000],[0.739320,0.026608,0.949158,-0.864952,0.480945,-0.143354,0.061658,1.000000],[0.334899,0.299361,0.566571,-0.677840,0.684047,-0.269466,0.708340,1.000000],[0.304277,0.638385,0.949299,0.536499,-0.316761,0.782197,0.763820,1.000000],[0.245270,0.957929,0.724179,-0.298235,0.954476,0.005529,0.658810,1.000000],[0.723225,0.932090,0.574061,0.048541,0.713628,0.698841,0.822287,1.000000],[0.150139,0.522833,0.719995,0.393274,-0.900958,-0.183330,0.656530,1.000000],[0.904278,0.579962,0.005048,-0.440998,-0.226125,0.868555,0.388919,1.000000],[0.852100,0.911420,0.242331,0.696678,-0.169625,-0.697042,0.290931,1.000000],[0.916687,0.994126,0.434083,-0.181379,0.671778,0.718203,0.249070,1.000000],[0.406503,0.426714,0.446018,-0.620087,0.504132,-0.601118,0.819628,1.000000],[0.833017,0.589284,0.437364,-0.761775,-0.338189,-0.552564,0.043350,1.000000],[0.482212,0.382330,0.952415,0.219489,0.428068,-0.876688,0.153281,1.000000],[0.262435,0.912967,0.802038,-0.130260,-0.852548,0.506156,0.710348,1.000000],[0.394822,0.765402,0.111224,-0.136397,0.816174,-0.561476,0.951794,1.000000],[0.217960,0.821333,0.532340,0.290935,-0.805682,0.515978,0.258905,1.000000],[0.213568,0.311422,0.228027,0.416859,-0.730660,-0.540707,0.406485,1.000000],
[1.032560,0.769594,0.284297,0.864090,-0.297655,0.405894,0.416618,1.000000],[1.054408,0.647660,0.928122,0.863772,-0.298107,0.406240,0.314851,1.000000],[1.027638,0.031647,0.735134,0.863487,-0.299933,0.405501,0.981765,1.000000],[1.109927,-0.126894,0.664732,0.863607,-0.298409,0.406369,0.569680,1.000000],[0.792619,0.008292,0.974168,0.864420,-0.297061,0.405626,0.061658,1.000000],[0.947201,0.088920,0.853881,0.864418,-0.297090,0.405611,0.708340,1.000000],[0.963482,0.409361,1.259810,0.863038,-0.299841,0.406524,0.763820,1.000000],[0.814633,0.761985,0.991503,0.864230,-0.297421,0.405767,0.658810,1.000000],[1.433589,0.687066,0.907981,0.863888,-0.297979,0.406087,0.822287,1.000000],[0.716964,0.325725,0.986247,0.863364,-0.300227,0.405544,0.656530,1.000000],[1.240189,0.463965,0.163056,0.863703,-0.298256,0.406276,0.388919,1.000000],[1.103383,0.824336,0.360288,0.863721,-0.299330,0.405447,0.290931,1.000000],[1.131875,0.919945,0.535212,0.863967,-0.297831,0.406026,0.249070,1.000000],[1.115118,0.183392,0.778356,0.864557,-0.296869,0.405475,0.819628,1.000000],[0.870495,0.576417,0.454946,0.864531,-0.296805,0.405578,0.043350,1.000000],[0.614715,0.336739,1.014543,0.864438,-0.297432,0.405316,0.153281,1.000000],[0.875508,0.700116,1.090879,0.863061,-0.299644,0.406619,0.710348,1.000000],[1.217531,0.482521,0.497284,0.864376,-0.297208,0.405613,0.951794,1.000000],[0.441388,0.743622,0.637566,0.862974,-0.300154,0.406428,0.258905,1.000000],[0.564610,0.189564,0.392799,0.863606,-0.299783,0.405358,0.406485,1.000000],
[1.349331,0.714083,0.549147,0.760338,-0.133241,0.635714,0.416618,1.000000],[1.293801,0.605708,1.128278,0.760338,-0.133242,0.635714,0.314851,1.000000],[1.774105,-0.099204,1.359255,0.760332,-0.133281,0.635714,0.981765,1.000000],[1.543076,-0.202800,1.026886,0.760338,-0.133245,0.635714,0.569680,1.000000],[0.839499,0.000076,1.013365,0.760339,-0.133236,0.635714,0.061658,1.000000],[1.485780,-0.005456,1.304183,0.760339,-0.133237,0.635714,0.708340,1.000000],[1.544241,0.307571,1.745381,0.760334,-0.133264,0.635714,0.763820,1.000000],[1.315552,0.674206,1.410318,0.760338,-0.133239,0.635714,0.658810,1.000000],[2.058805,0.577503,1.430721,0.760338,-0.133243,0.635714,0.822287,1.000000],[1.216144,0.238219,1.403613,0.760331,-0.133285,0.635714,0.656530,1.000000],[1.535899,0.412144,0.410298,0.760338,-0.133244,0.635714,0.388919,1.000000],[1.324587,0.785563,0.545237,0.760333,-0.133273,0.635714,0.290931,1.000000],[1.321252,0.886759,0.693549,0.760338,-0.133241,0.635714,0.249070,1.000000],[1.738313,0.074188,1.299406,0.760339,-0.133235,0.635714,0.819628,1.000000],[0.903455,0.570642,0.482504,0.760339,-0.133233,0.635714,0.043350,1.000000],[0.731260,0.316315,1.111986,0.760337,-0.133246,0.635714,0.153281,1.000000],[1.415610,0.605455,1.542457,0.760335,-0.133259,0.635714,0.710348,1.000000],[1.941216,0.355706,1.102353,0.760339,-0.133238,0.635714,0.951794,1.000000],[0.638242,0.709118,0.802156,0.760333,-0.133270,0.635714,0.258905,1.000000],[0.873673,0.135388,0.651207,0.760332,-0.133281,0.635714,0.406485,1.000000],
[1.672520,0.532504,0.739273,0.775746,-0.435840,0.456357,0.416618,1.000000],[1.538046,0.468483,1.271962,0.775746,-0.435840,0.456357,0.314851,1.000000],[2.535705,-0.527097,1.807291,0.775746,-0.435840,0.456357,0.981765,1.000000],[1.985004,-0.451090,1.286864,0.775746,-0.435840,0.456357,0.569680,1.000000],[0.887330,-0.026796,1.041503,0.775746,-0.435840,0.456357,0.061658,1.000000],[2.035271,-0.314180,1.627439,0.775746,-0.435840,0.456357,0.708340,1.000000],[2.136771,-0.025332,2.093956,0.775746,-0.435840,0.456357,0.763820,1.000000],[1.826621,0.387070,1.710970,0.775746,-0.435840,0.456357,0.658810,1.000000],[2.696690,0.219117,1.805977,0.775746,-0.435840,0.456357,0.822287,1.000000],[1.725445,-0.047924,1.703225,0.775746,-0.435840,0.456357,0.656530,1.000000],[1.837601,0.242637,0.587784,0.775746,-0.435840,0.456357,0.388919,1.000000],[1.550275,0.658763,0.678005,0.775746,-0.435840,0.456357,0.290931,1.000000],[1.514467,0.778204,0.807213,0.775746,-0.435840,0.456357,0.249070,1.000000],[2.374136,-0.283038,1.673448,0.775746,-0.435840,0.456357,0.819628,1.000000],[0.937084,0.551748,0.502287,0.775746,-0.435840,0.456357,0.043350,1.000000],[0.850168,0.249508,1.181937,0.775746,-0.435840,0.456357,0.153281,1.000000],[1.966660,0.295857,1.866629,0.775746,-0.435840,0.456357,0.710348,1.000000],[2.679567,-0.059125,1.536711,0.775746,-0.435840,0.456357,0.951794,1.000000],[0.839086,0.596277,0.920309,0.775746,-0.435840,0.456357,0.258905,1.000000],[1.189002,-0.041775,0.836709,0.775746,-0.435840,0.456357,0.406485,1.000000],
[1.989724,0.310574,0.893218,0.761380,-0.532695,0.369510,0.416618,1.000000],[1.777767,0.300763,1.388303,0.761380,-0.532695,0.369510,0.314851,1.000000],[3.283201,-1.050078,2.170062,0.761380,-0.532695,0.369510,0.981765,1.000000],[2.418747,-0.754556,1.497366,0.761380,-0.532695,0.369510,0.569680,1.000000],[0.934275,-0.059641,1.064286,0.761380,-0.532695,0.369510,0.061658,1.000000],[2.574587,-0.691509,1.889178,0.761380,-0.532695,0.369510,0.708340,1.000000],[2.718328,-0.432216,2.376195,0.761380,-0.532695,0.369510,0.763820,1.000000],[2.328225,0.036125,1.954407,0.761380,-0.532695,0.369510,0.658810,1.000000],[3.322763,-0.218911,2.109820,0.761380,-0.532695,0.369510,0.822287,1.000000],[2.225314,-0.397654,1.945819,0.761380,-0.532695,0.369510,0.656530,1.000000],[2.133716,0.035462,0.731493,0.761380,-0.532695,0.369510,0.388919,1.000000],[1.771784,0.503786,0.785507,0.761380,-0.532695,0.369510,0.290931,1.000000],[1.704103,0.645526,0.899247,0.761380,-0.532695,0.369510,0.249070,1.000000],[2.998183,-0.719650,1.976309,0.761380,-0.532695,0.369510,0.819628,1.000000],[0.970090,0.528656,0.518306,0.761380,-0.532695,0.369510,0.043350,1.000000],[0.966873,0.167856,1.238576,0.761380,-0.532695,0.369510,0.153281,1.000000],[2.507504,-0.082542,2.129109,0.761380,-0.532695,0.369510,0.710348,1.000000],[3.404244,-0.566141,1.888408,0.761380,-0.532695,0.369510,0.951794,1.000000],[1.036211,0.458359,1.015976,0.761380,-0.532695,0.369510,0.258905,1.000000],[1.498491,-0.258307,0.986909,0.761380,-0.532695,0.369510,0.406485,1.000000],
[2.282116,0.054492,1.043216,0.701823,-0.614669,0.360037,0.416618,1.000000],[1.998737,0.107234,1.501661,0.701823,-0.614669,0.360037,0.314851,1.000000],[3.972226,-1.653538,2.523534,0.701823,-0.614669,0.360037,0.981765,1.000000],[2.818561,-1.104721,1.702473,0.701823,-0.614669,0.360037,0.569680,1.000000],[0.977548,-0.097540,1.086485,0.701823,-0.614669,0.360037,0.061658,1.000000],[3.071716,-1.126904,2.144207,0.701823,-0.614669,0.360037,0.708340,1.000000],[3.254394,-0.901712,2.651198,0.701823,-0.614669,0.360037,0.763820,1.000000],[2.790593,-0.368825,2.191603,0.701823,-0.614669,0.360037,0.658810,1.000000],[3.899863,-0.724345,2.405874,0.701823,-0.614669,0.360037,0.822287,1.000000],[2.686082,-0.801203,2.182195,0.701823,-0.614669,0.360037,0.656530,1.000000],[2.406669,-0.203595,0.871519,0.701823,-0.614669,0.360037,0.388919,1.000000],[1.975965,0.324960,0.890252,0.701823,-0.614669,0.360037,0.290931,1.000000],[1.878906,0.492431,0.988921,0.701823,-0.614669,0.360037,0.249070,1.000000],[3.573417,-1.223450,2.271405,0.701823,-0.614669,0.360037,0.819628,1.000000],[1.000514,0.502010,0.533913,0.701823,-0.614669,0.360037,0.043350,1.000000],[1.074449,0.073639,1.293763,0.701823,-0.614669,0.360037,0.153281,1.000000],[3.006042,-0.519170,2.384861,0.701823,-0.614669,0.360037,0.710348,1.000000],[4.072234,-1.151179,2.231090,0.701823,-0.614669,0.360037,0.951794,1.000000],[1.217916,0.299219,1.109192,0.701823,-0.614669,0.360037,0.258905,1.000000],[1.783771,-0.508161,1.133259,0.701823,-0.614669,0.360037,0.406485,1.000000],
[2.538016,-0.230676,1.206816,0.614231,-0.684483,0.392687,0.416618,1.000000],[2.192129,-0.108276,1.625299,0.614231,-0.684483,0.392687,0.314851,1.000000],[4.575257,-2.325540,2.909060,0.614231,-0.684483,0.392687,0.981765,1.000000],[3.168477,-1.494658,1.926179,0.614231,-0.684483,0.392687,0.569680,1.000000],[1.015420,-0.139744,1.110697,0.614231,-0.684483,0.392687,0.061658,1.000000],[3.506801,-1.611750,2.422362,0.614231,-0.684483,0.392687,0.708340,1.000000],[3.723557,-1.424534,2.951140,0.614231,-0.684483,0.392687,0.763820,1.000000],[3.195255,-0.819769,2.450309,0.614231,-0.684483,0.392687,0.658810,1.000000],[4.404937,-1.287187,2.728775,0.614231,-0.684483,0.392687,0.822287,1.000000],[3.089343,-1.250587,2.440006,0.614231,-0.684483,0.392687,0.656530,1.000000],[2.645555,-0.469804,1.024242,0.614231,-0.684483,0.392687,0.388919,1.000000],[2.154664,0.125823,1.004497,0.614231,-0.684483,0.392687,0.290931,1.000000],[2.031892,0.321947,1.086728,0.614231,-0.684483,0.392687,0.249070,1.000000],[4.076858,-1.784471,2.593262,0.614231,-0.684483,0.392687,0.819628,1.000000],[1.027141,0.472337,0.550936,0.614231,-0.684483,0.392687,0.043350,1.000000],[1.168600,-0.031280,1.353954,0.614231,-0.684483,0.392687,0.153281,1.000000],[3.442360,-1.005391,2.663805,0.614231,-0.684483,0.392687,0.710348,1.000000],[4.656856,-1.802666,2.604847,0.614231,-0.684483,0.392687,0.951794,1.000000],[1.376944,0.122003,1.210860,0.614231,-0.684483,0.392687,0.258905,1.000000],[2.033447,-0.786392,1.292880,0.614231,-0.684483,0.392687,0.406485,1.000000],
[2.751758,-0.534794,1.394956,0.513041,-0.729969,0.451590,0.416618,1.000000],[2.353661,-0.338108,1.767483,0.513041,-0.729969,0.451590,0.314851,1.000000],[5.078943,-3.042198,3.352415,0.513041,-0.729969,0.451590,0.981765,1.000000],[3.460746,-1.910507,2.183440,0.513041,-0.729969,0.451590,0.569680,1.000000],[1.047053,-0.184752,1.138541,0.513041,-0.729969,0.451590,0.061658,1.000000],[3.870209,-2.128817,2.742242,0.513041,-0.729969,0.451590,0.708340,1.000000],[4.115428,-1.982099,3.296074,0.513041,-0.729969,0.451590,0.763820,1.000000],[3.533251,-1.300680,2.747821,0.513041,-0.729969,0.451590,0.658810,1.000000],[4.826804,-1.887431,3.100111,0.513041,-0.729969,0.451590,0.822287,1.000000],[3.426171,-1.729834,2.736488,0.513041,-0.729969,0.451590,0.656530,1.000000],[2.845087,-0.753703,1.199874,0.513041,-0.729969,0.451590,0.388919,1.000000],[2.303923,-0.086547,1.135878,0.513041,-0.729969,0.451590,0.290931,1.000000],[2.159675,0.140134,1.199205,0.513041,-0.729969,0.451590,0.249070,1.000000],[4.497361,-2.382774,2.963398,0.513041,-0.729969,0.451590,0.819628,1.000000],[1.049381,0.440693,0.570513,0.513041,-0.729969,0.451590,0.043350,1.000000],[1.247239,-0.143170,1.423175,0.513041,-0.729969,0.451590,0.153281,1.000000],[3.806797,-1.523923,2.984590,0.513041,-0.729969,0.451590,0.710348,1.000000],[5.145166,-2.497447,3.034668,0.513041,-0.729969,0.451590,0.951794,1.000000],[1.509773,-0.066990,1.327779,0.513041,-0.729969,0.451590,0.258905,1.000000],[2.241990,-1.083114,1.476444,0.513041,-0.729969,0.451590,0.406485,1.000000],
[2.922397,-0.845675,1.613602,0.409582,-0.746200,0.524812,0.416618,1.000000],[2.482618,-0.573051,1.932721,0.409582,-0.746200,0.524812,0.314851,1.000000],[5.481056,-3.774792,3.867657,0.409582,-0.746200,0.524812,0.981765,1.000000],[3.694077,-2.335603,2.482415,0.409582,-0.746200,0.524812,0.569680,1.000000],[1.072307,-0.230762,1.170900,0.409582,-0.746200,0.524812,0.061658,1.000000],[4.160332,-2.657381,3.113987,0.409582,-0.746200,0.524812,0.708340,1.000000],[4.428275,-2.552062,3.696936,0.409582,-0.746200,0.524812,0.763820,1.000000],[3.803088,-1.792284,3.093572,0.409582,-0.746200,0.524812,0.658810,1.000000],[5.163598,-2.501022,3.531657,0.409582,-0.746200,0.524812,0.822287,1.000000],[3.695074,-2.219737,3.081043,0.409582,-0.746200,0.524812,0.656530,1.000000],[3.004381,-1.043914,1.403984,0.409582,-0.746200,0.524812,0.388919,1.000000],[2.423083,-0.303639,1.288562,0.409582,-0.746200,0.524812,0.290931,1.000000],[2.261689,-0.045722,1.329920,0.409582,-0.746200,0.524812,0.249070,1.000000],[4.833065,-2.994381,3.393548,0.409582,-0.746200,0.524812,0.819628,1.000000],[1.067137,0.408345,0.593263,0.409582,-0.746200,0.524812,0.043350,1.000000],[1.310020,-0.257549,1.503619,0.409582,-0.746200,0.524812,0.153281,1.000000],[4.097743,-2.053985,3.357389,0.409582,-0.746200,0.524812,0.710348,1.000000],[5.535004,-3.207676,3.534180,0.409582,-0.746200,0.524812,0.951794,1.000000],[1.615815,-0.260185,1.463655,0.409582,-0.746200,0.524812,0.258905,1.000000],[2.408479,-1.386433,1.689772,0.409582,-0.746200,0.524812,0.406485,1.000000],
[3.053164,-1.152174,1.863659,0.313876,-0.735685,0.600208,0.416618,1.000000],[2.581442,-0.804682,2.121697,0.313876,-0.735685,0.600208,0.314851,1.000000],[5.789208,-4.497062,4.456920,0.313876,-0.735685,0.600208,0.981765,1.000000],[3.872886,-2.754708,2.824342,0.313876,-0.735685,0.600208,0.569680,1.000000],[1.091660,-0.276122,1.207908,0.313876,-0.735685,0.600208,0.061658,1.000000],[4.382663,-3.178496,3.539138,0.313876,-0.735685,0.600208,0.708340,1.000000],[4.668019,-3.113993,4.155386,0.313876,-0.735685,0.600208,0.763820,1.000000],[4.009872,-2.276961,3.488995,0.313876,-0.735685,0.600208,0.658810,1.000000],[5.421694,-3.105966,4.025200,0.313876,-0.735685,0.600208,0.822287,1.000000],[3.901143,-2.702737,3.475098,0.313876,-0.735685,0.600208,0.656530,1.000000],[3.126453,-1.330037,1.637416,0.313876,-0.735685,0.600208,0.388919,1.000000],[2.514399,-0.517673,1.463181,0.313876,-0.735685,0.600208,0.290931,1.000000],[2.339866,-0.228958,1.479413,0.313876,-0.735685,0.600208,0.249070,1.000000],[5.090327,-3.597369,3.885495,0.313876,-0.735685,0.600208,0.819628,1.000000],[1.080743,0.376453,0.619282,0.313876,-0.735685,0.600208,0.043350,1.000000],[1.358132,-0.370316,1.595619,0.313876,-0.735685,0.600208,0.153281,1.000000],[4.320704,-2.576577,3.783745,0.313876,-0.735685,0.600208,0.710348,1.000000],[5.833749,-3.907897,4.105455,0.313876,-0.735685,0.600208,0.951794,1.000000],[1.697079,-0.450657,1.619052,0.313876,-0.735685,0.600208,0.258905,1.000000],[2.536065,-1.685477,1.933747,0.313876,-0.735685,0.600208,0.406485,1.000000],
